serie_id,fecha_hora,serie,mac,firmware,patron,patron_original,valor_certificado,tipo_lamina,color,orientacion,codigo,disparo,respuesta_bruta,x,descartado,motivo_descarte,veredicto,nota,aceptada,elegida,colocacion
S006,"2026-09-19T10:01:55-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P43,P43,122,I,amarillo,0,e,5,"::1148",1148,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S006",1,1,1
S006,"2026-09-19T10:01:56-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P43,P43,122,I,amarillo,0,e,6,"::1160",1160,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S006",1,1,1
S006,"2026-09-19T10:01:58-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P43,P43,122,I,amarillo,0,e,7,"::1153",1153,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S006",1,1,1
S006,"2026-09-19T10:02:00-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P43,P43,122,I,amarillo,0,e,8,"::1150",1150,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S006",1,1,1
S006,"2026-09-19T10:02:01-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P43,P43,122,I,amarillo,0,e,9,"::1149",1149,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S006",1,1,1
S007,"2026-09-19T10:02:30-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,1,"::891",891,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S007",1,1,1
S007,"2026-09-19T10:02:31-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,2,"::902",902,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S007",1,1,1
S007,"2026-09-19T10:02:33-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,3,"::893",893,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S007",1,1,1
S007,"2026-09-19T10:02:34-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,4,"::891",891,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S007",1,1,1
S007,"2026-09-19T10:02:36-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,5,"::903",903,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S007",1,1,1
S007,"2026-09-19T10:02:38-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,6,"::901",901,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S007",1,1,1
S007,"2026-09-19T10:02:39-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,7,"::900",900,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S007",1,1,1
S007,"2026-09-19T10:02:41-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,8,"::903",903,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S007",1,1,1
S007,"2026-09-19T10:02:42-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,9,"::903",903,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S007",1,1,1
S008,"2026-09-19T10:03:55-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,1,"::802",802,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S008",1,1,1
S008,"2026-09-19T10:03:57-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,2,"::795",795,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S008",1,1,1
