# inicio_ms,1789829554043
# RTV V3.6 - diario de campana (evento,campos...). Solo se anade.
SERIE,S040,"2026-09-19T10:24:22-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P15,0,e
DISPARO,S040,1,"2026-09-19T10:24:25-0500","::841",841
DISPARO,S040,2,"2026-09-19T10:24:26-0500","::843",843
DISPARO,S040,3,"2026-09-19T10:24:28-0500","::847",847
DISPARO,S040,4,"2026-09-19T10:24:29-0500","::841",841
DISPARO,S040,5,"2026-09-19T10:24:31-0500","::840",840
DISPARO,S040,6,"2026-09-19T10:24:33-0500","::841",841
DISPARO,S040,7,"2026-09-19T10:24:34-0500","::847",847
DISPARO,S040,8,"2026-09-19T10:24:36-0500","::835",835
DISPARO,S040,9,"2026-09-19T10:24:37-0500","::854",854
VEREDICTO,S040,DUDOSO,1,Ok
SERIE,S041,"2026-09-19T10:24:54-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P16,0,e
DISPARO,S041,1,"2026-09-19T10:24:57-0500","::846",846
DISPARO,S041,2,"2026-09-19T10:24:58-0500","::848",848
DISPARO,S041,3,"2026-09-19T10:25:00-0500","::850",850
DISPARO,S041,4,"2026-09-19T10:25:02-0500","::847",847
DISPARO,S041,5,"2026-09-19T10:25:03-0500","::848",848
DISPARO,S041,6,"2026-09-19T10:25:05-0500","::839",839
DISPARO,S041,7,"2026-09-19T10:25:06-0500","::845",845
DISPARO,S041,8,"2026-09-19T10:25:08-0500","::852",852
DISPARO,S041,9,"2026-09-19T10:25:10-0500","::845",845
VEREDICTO,S041,DUDOSO,1,Ok
SERIE,S042,"2026-09-19T10:25:24-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P17,0,e
DISPARO,S042,1,"2026-09-19T10:25:26-0500","::824",824
DISPARO,S042,2,"2026-09-19T10:25:28-0500","::827",827
DISPARO,S042,3,"2026-09-19T10:25:30-0500","::824",824
DISPARO,S042,4,"2026-09-19T10:25:31-0500","::824",824
DISPARO,S042,5,"2026-09-19T10:25:33-0500","::833",833
DISPARO,S042,6,"2026-09-19T10:25:34-0500","::825",825
DISPARO,S042,7,"2026-09-19T10:25:36-0500","::836",836
DISPARO,S042,8,"2026-09-19T10:25:38-0500","::836",836
DISPARO,S042,9,"2026-09-19T10:25:39-0500","::827",827
VEREDICTO,S042,OK,1,
SERIE,S043,"2026-09-19T10:25:48-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P18,0,e
DISPARO,S043,1,"2026-09-19T10:25:51-0500","::811",811
DISPARO,S043,2,"2026-09-19T10:25:53-0500","::809",809
DISPARO,S043,3,"2026-09-19T10:25:54-0500","::812",812
DISPARO,S043,4,"2026-09-19T10:25:56-0500","::808",808
DISPARO,S043,5,"2026-09-19T10:25:57-0500","::805",805
DISPARO,S043,6,"2026-09-19T10:25:59-0500","::811",811
DISPARO,S043,7,"2026-09-19T10:26:01-0500","::826",826
DISPARO,S043,8,"2026-09-19T10:26:02-0500","::816",816
DISPARO,S043,9,"2026-09-19T10:26:04-0500","::823",823
VEREDICTO,S043,OK,1,
SERIE,S044,"2026-09-19T10:26:11-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P19,0,e
DISPARO,S044,1,"2026-09-19T10:26:14-0500","::820",820
DISPARO,S044,2,"2026-09-19T10:26:16-0500","::822",822
DISPARO,S044,3,"2026-09-19T10:26:17-0500","::831",831
DISPARO,S044,4,"2026-09-19T10:26:19-0500","::823",823
DISPARO,S044,5,"2026-09-19T10:26:21-0500","::824",824
DISPARO,S044,6,"2026-09-19T10:26:22-0500","::818",818
DISPARO,S044,7,"2026-09-19T10:26:24-0500","::823",823
DISPARO,S044,8,"2026-09-19T10:26:25-0500","::825",825
DISPARO,S044,9,"2026-09-19T10:26:27-0500","::826",826
VEREDICTO,S044,OK,1,
SERIE,S045,"2026-09-19T10:26:36-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P20,0,e
DISPARO,S045,1,"2026-09-19T10:26:39-0500","::2774",2774
DISPARO,S045,2,"2026-09-19T10:26:40-0500","::2784",2784
DISPARO,S045,3,"2026-09-19T10:26:42-0500","::2786",2786
DISPARO,S045,4,"2026-09-19T10:26:44-0500","::2798",2798
DISPARO,S045,5,"2026-09-19T10:26:45-0500","::2792",2792
DISPARO,S045,6,"2026-09-19T10:26:47-0500","::2788",2788
DISPARO,S045,7,"2026-09-19T10:26:48-0500","::2784",2784
DISPARO,S045,8,"2026-09-19T10:26:50-0500","::2783",2783
DISPARO,S045,9,"2026-09-19T10:26:52-0500","::2800",2800
VEREDICTO,S045,OK,1,
SERIE,S046,"2026-09-19T10:27:00-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P21,0,e
DISPARO,S046,1,"2026-09-19T10:27:02-0500","::1559",1559
DISPARO,S046,2,"2026-09-19T10:27:04-0500","::1555",1555
DISPARO,S046,3,"2026-09-19T10:27:06-0500","::1563",1563
DISPARO,S046,4,"2026-09-19T10:27:07-0500","::1561",1561
DISPARO,S046,5,"2026-09-19T10:27:09-0500","::1565",1565
DISPARO,S046,6,"2026-09-19T10:27:10-0500","::1564",1564
DISPARO,S046,7,"2026-09-19T10:27:12-0500","::1563",1563
DISPARO,S046,8,"2026-09-19T10:27:14-0500","::1555",1555
DISPARO,S046,9,"2026-09-19T10:27:15-0500","::1577",1577
VEREDICTO,S046,OK,1,
SERIE,S047,"2026-09-19T10:27:33-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P24,0,e
DISPARO,S047,1,"2026-09-19T10:27:36-0500","::1975",1975
DISPARO,S047,2,"2026-09-19T10:27:37-0500","::1979",1979
DISPARO,S047,3,"2026-09-19T10:27:39-0500","::1980",1980
DISPARO,S047,4,"2026-09-19T10:27:41-0500","::1983",1983
DISPARO,S047,5,"2026-09-19T10:27:42-0500","::1978",1978
DISPARO,S047,6,"2026-09-19T10:27:44-0500","::1987",1987
DISPARO,S047,7,"2026-09-19T10:27:45-0500","::1981",1981
DISPARO,S047,8,"2026-09-19T10:27:47-0500","::1988",1988
DISPARO,S047,9,"2026-09-19T10:27:48-0500","::1993",1993
VEREDICTO,S047,OK,1,
SERIE,S048,"2026-09-19T10:28:39-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P22,0,e
DISPARO,S048,1,"2026-09-19T10:28:42-0500","::1492",1492
DISPARO,S048,2,"2026-09-19T10:28:43-0500","::1497",1497
DISPARO,S048,3,"2026-09-19T10:28:45-0500","::1493",1493
DISPARO,S048,4,"2026-09-19T10:28:47-0500","::1500",1500
DISPARO,S048,5,"2026-09-19T10:28:48-0500","::1486",1486
DISPARO,S048,6,"2026-09-19T10:28:50-0500","::1497",1497
DISPARO,S048,7,"2026-09-19T10:28:51-0500","::1503",1503
DISPARO,S048,8,"2026-09-19T10:28:53-0500","::1498",1498
DISPARO,S048,9,"2026-09-19T10:28:55-0500","::1507",1507
VEREDICTO,S048,OK,1,
SERIE,S049,"2026-09-19T10:29:40-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P23,0,e
DISPARO,S049,1,"2026-09-19T10:29:43-0500","::2732",2732
DISPARO,S049,2,"2026-09-19T10:29:44-0500","::2727",2727
DISPARO,S049,3,"2026-09-19T10:29:46-0500","::2735",2735
DISPARO,S049,4,"2026-09-19T10:29:47-0500","::2746",2746
DISPARO,S049,5,"2026-09-19T10:29:49-0500","::2737",2737
DISPARO,S049,6,"2026-09-19T10:29:51-0500","::2734",2734
DISPARO,S049,7,"2026-09-19T10:29:52-0500","::2727",2727
DISPARO,S049,8,"2026-09-19T10:29:54-0500","::2724",2724
DISPARO,S049,9,"2026-09-19T10:29:55-0500","::2738",2738
VEREDICTO,S049,DUDOSO,0,repetida
SERIE,S050,"2026-09-19T10:29:57-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P23,0,e
DISPARO,S050,1,"2026-09-19T10:30:00-0500","::2733",2733
DISPARO,S050,2,"2026-09-19T10:30:02-0500","::2734",2734
DISPARO,S050,3,"2026-09-19T10:30:03-0500","::2743",2743
DISPARO,S050,4,"2026-09-19T10:30:05-0500","::2739",2739
DISPARO,S050,5,"2026-09-19T10:30:06-0500","::2725",2725
DISPARO,S050,6,"2026-09-19T10:30:08-0500","::2739",2739
DISPARO,S050,7,"2026-09-19T10:30:10-0500","::2742",2742
DISPARO,S050,8,"2026-09-19T10:30:11-0500","::2735",2735
DISPARO,S050,9,"2026-09-19T10:30:13-0500","::2729",2729
VEREDICTO,S050,DUDOSO,1,Ok
SERIE,S051,"2026-09-19T10:30:31-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P25,0,e
DISPARO,S051,1,"2026-09-19T10:30:34-0500","::2151",2151
DISPARO,S051,2,"2026-09-19T10:30:36-0500","::2161",2161
DISPARO,S051,3,"2026-09-19T10:30:37-0500","::2158",2158
DISPARO,S051,4,"2026-09-19T10:30:39-0500","::2162",2162
DISPARO,S051,5,"2026-09-19T10:30:40-0500","::2161",2161
DISPARO,S051,6,"2026-09-19T10:30:42-0500","::2151",2151
DISPARO,S051,7,"2026-09-19T10:30:44-0500","::2153",2153
DISPARO,S051,8,"2026-09-19T10:30:45-0500","::2154",2154
DISPARO,S051,9,"2026-09-19T10:30:47-0500","::2166",2166
VEREDICTO,S051,OK,1,
SERIE,S052,"2026-09-19T10:30:57-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P26,0,e
DISPARO,S052,1,"2026-09-19T10:30:59-0500","::2202",2202
DISPARO,S052,2,"2026-09-19T10:31:01-0500","::2210",2210
DISPARO,S052,3,"2026-09-19T10:31:03-0500","::2212",2212
DISPARO,S052,4,"2026-09-19T10:31:04-0500","::2209",2209
DISPARO,S052,5,"2026-09-19T10:31:06-0500","::2199",2199
DISPARO,S052,6,"2026-09-19T10:31:07-0500","::2215",2215
DISPARO,S052,7,"2026-09-19T10:31:09-0500","::2213",2213
DISPARO,S052,8,"2026-09-19T10:31:11-0500","::2212",2212
DISPARO,S052,9,"2026-09-19T10:31:12-0500","::2207",2207
VEREDICTO,S052,OK,1,
SERIE,S053,"2026-09-19T10:31:21-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P29,0,e
DISPARO,S053,1,"2026-09-19T10:31:24-0500","::1675",1675
DISPARO,S053,2,"2026-09-19T10:31:25-0500","::1680",1680
DISPARO,S053,3,"2026-09-19T10:31:27-0500","::1670",1670
DISPARO,S053,4,"2026-09-19T10:31:29-0500","::1673",1673
DISPARO,S053,5,"2026-09-19T10:31:30-0500","::1686",1686
DISPARO,S053,6,"2026-09-19T10:31:32-0500","::1676",1676
DISPARO,S053,7,"2026-09-19T10:31:34-0500","::1679",1679
DISPARO,S053,8,"2026-09-19T10:31:35-0500","::1674",1674
DISPARO,S053,9,"2026-09-19T10:31:37-0500","::1680",1680
VEREDICTO,S053,OK,1,
SERIE,S054,"2026-09-19T10:31:45-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P30,0,e
DISPARO,S054,1,"2026-09-19T10:31:48-0500","::1657",1657
DISPARO,S054,2,"2026-09-19T10:31:49-0500","::1647",1647
DISPARO,S054,3,"2026-09-19T10:31:51-0500","::1644",1644
DISPARO,S054,4,"2026-09-19T10:31:53-0500","::1655",1655
DISPARO,S054,5,"2026-09-19T10:31:54-0500","::1654",1654
DISPARO,S054,6,"2026-09-19T10:31:56-0500","::1657",1657
DISPARO,S054,7,"2026-09-19T10:31:57-0500","::1653",1653
DISPARO,S054,8,"2026-09-19T10:31:59-0500","::1658",1658
DISPARO,S054,9,"2026-09-19T10:32:01-0500","::1663",1663
VEREDICTO,S054,OK,1,
SERIE,S055,"2026-09-19T10:32:08-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P31,0,e
DISPARO,S055,1,"2026-09-19T10:32:11-0500","::2081",2081
DISPARO,S055,2,"2026-09-19T10:32:13-0500","::2082",2082
DISPARO,S055,3,"2026-09-19T10:32:14-0500","::2091",2091
DISPARO,S055,4,"2026-09-19T10:32:16-0500","::2090",2090
DISPARO,S055,5,"2026-09-19T10:32:17-0500","::2084",2084
DISPARO,S055,6,"2026-09-19T10:32:19-0500","::2085",2085
DISPARO,S055,7,"2026-09-19T10:32:21-0500","::2089",2089
DISPARO,S055,8,"2026-09-19T10:32:22-0500","::2086",2086
DISPARO,S055,9,"2026-09-19T10:32:24-0500","::2084",2084
VEREDICTO,S055,OK,1,
SERIE,S056,"2026-09-19T10:32:39-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P32b,0,e
DISPARO,S056,1,"2026-09-19T10:32:42-0500","::797",797
DISPARO,S056,2,"2026-09-19T10:32:43-0500","::812",812
DISPARO,S056,3,"2026-09-19T10:32:45-0500","::812",812
DISPARO,S056,4,"2026-09-19T10:32:46-0500","::801",801
DISPARO,S056,5,"2026-09-19T10:32:48-0500","::801",801
DISPARO,S056,6,"2026-09-19T10:32:50-0500","::801",801
DISPARO,S056,7,"2026-09-19T10:32:51-0500","::810",810
DISPARO,S056,8,"2026-09-19T10:32:53-0500","::798",798
DISPARO,S056,9,"2026-09-19T10:32:54-0500","::793",793
VEREDICTO,S056,OK,1,
