serie_id,fecha_hora,serie,mac,firmware,patron,patron_original,valor_certificado,tipo_lamina,color,orientacion,codigo,disparo,respuesta_bruta,x,descartado,motivo_descarte,veredicto,nota,aceptada,elegida
S002,"2026-09-19T09:58:29-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P37,P37,82,I,amarillo,0,e,9,"::1000",1000,1,"descolgado: 1000 a 9 cuentas de la mediana 991 (limite 8 = 5 s robusta)",DUDOSO,repetida,0,0
S003,"2026-09-19T09:58:52-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P37,P37,82,I,amarillo,0,e,1,"::985",985,0,,DUDOSO,Es papel de baja calidad,1,1
S003,"2026-09-19T09:58:53-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P37,P37,82,I,amarillo,0,e,2,"::996",996,0,,DUDOSO,Es papel de baja calidad,1,1
S003,"2026-09-19T09:58:55-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P37,P37,82,I,amarillo,0,e,3,"::991",991,0,,DUDOSO,Es papel de baja calidad,1,1
S003,"2026-09-19T09:58:56-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P37,P37,82,I,amarillo,0,e,4,"::988",988,0,,DUDOSO,Es papel de baja calidad,1,1
S003,"2026-09-19T09:58:58-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P37,P37,82,I,amarillo,0,e,5,"::998",998,0,,DUDOSO,Es papel de baja calidad,1,1
S003,"2026-09-19T09:59:00-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P37,P37,82,I,amarillo,0,e,6,"::991",991,0,,DUDOSO,Es papel de baja calidad,1,1
S003,"2026-09-19T09:59:01-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P37,P37,82,I,amarillo,0,e,7,"::988",988,0,,DUDOSO,Es papel de baja calidad,1,1
S003,"2026-09-19T09:59:03-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P37,P37,82,I,amarillo,0,e,8,"::993",993,0,,DUDOSO,Es papel de baja calidad,1,1
S003,"2026-09-19T09:59:04-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P37,P37,82,I,amarillo,0,e,9,"::1002",1002,0,,DUDOSO,Es papel de baja calidad,1,1
S004,"2026-09-19T09:59:56-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P38,P38,52,I,rojo,0,e,1,"::741",741,0,,OK,,1,1
S004,"2026-09-19T09:59:58-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P38,P38,52,I,rojo,0,e,2,"::750",750,0,,OK,,1,1
S004,"2026-09-19T10:00:00-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P38,P38,52,I,rojo,0,e,3,"::738",738,0,,OK,,1,1
S004,"2026-09-19T10:00:01-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P38,P38,52,I,rojo,0,e,4,"::739",739,0,,OK,,1,1
S004,"2026-09-19T10:00:03-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P38,P38,52,I,rojo,0,e,5,"::744",744,0,,OK,,1,1
S004,"2026-09-19T10:00:04-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P38,P38,52,I,rojo,0,e,6,"::750",750,0,,OK,,1,1
S004,"2026-09-19T10:00:06-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P38,P38,52,I,rojo,0,e,7,"::740",740,0,,OK,,1,1
S004,"2026-09-19T10:00:08-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P38,P38,52,I,rojo,0,e,8,"::750",750,0,,OK,,1,1
S004,"2026-09-19T10:00:09-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P38,P38,52,I,rojo,0,e,9,"::743",743,0,,OK,,1,1
S005,"2026-09-19T10:00:34-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P39,P39,46,I,rojo,0,e,1,"::729",729,0,,OK,,1,1
S005,"2026-09-19T10:00:35-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P39,P39,46,I,rojo,0,e,2,"::732",732,0,,OK,,1,1
S005,"2026-09-19T10:00:37-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P39,P39,46,I,rojo,0,e,3,"::733",733,0,,OK,,1,1
S005,"2026-09-19T10:00:38-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P39,P39,46,I,rojo,0,e,4,"::730",730,0,,OK,,1,1
S005,"2026-09-19T10:00:40-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P39,P39,46,I,rojo,0,e,5,"::740",740,0,,OK,,1,1
S005,"2026-09-19T10:00:42-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P39,P39,46,I,rojo,0,e,6,"::734",734,0,,OK,,1,1
S005,"2026-09-19T10:00:43-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P39,P39,46,I,rojo,0,e,7,"::740",740,0,,OK,,1,1
S005,"2026-09-19T10:00:45-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P39,P39,46,I,rojo,0,e,8,"::733",733,0,,OK,,1,1
S005,"2026-09-19T10:00:46-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P39,P39,46,I,rojo,0,e,9,"::738",738,0,,OK,,1,1
S006,"2026-09-19T10:01:48-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P43,P43,122,I,amarillo,0,e,1,"::1149",1149,0,,OK,,1,1
S006,"2026-09-19T10:01:50-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P43,P43,122,I,amarillo,0,e,2,"::1157",1157,0,,OK,,1,1
S006,"2026-09-19T10:01:52-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P43,P43,122,I,amarillo,0,e,3,"::1145",1145,0,,OK,,1,1
S006,"2026-09-19T10:01:53-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P43,P43,122,I,amarillo,0,e,4,"::1151",1151,0,,OK,,1,1
S006,"2026-09-19T10:01:55-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P43,P43,122,I,amarillo,0,e,5,"::1148",1148,0,,OK,,1,1
S006,"2026-09-19T10:01:56-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P43,P43,122,I,amarillo,0,e,6,"::1160",1160,0,,OK,,1,1
S006,"2026-09-19T10:01:58-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P43,P43,122,I,amarillo,0,e,7,"::1153",1153,0,,OK,,1,1
S006,"2026-09-19T10:02:00-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P43,P43,122,I,amarillo,0,e,8,"::1150",1150,0,,OK,,1,1
S006,"2026-09-19T10:02:01-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P43,P43,122,I,amarillo,0,e,9,"::1149",1149,0,,OK,,1,1
S007,"2026-09-19T10:02:30-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,1,"::891",891,0,,OK,,1,1
S007,"2026-09-19T10:02:31-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,2,"::902",902,0,,OK,,1,1
S007,"2026-09-19T10:02:33-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,3,"::893",893,0,,OK,,1,1
S007,"2026-09-19T10:02:34-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,4,"::891",891,0,,OK,,1,1
S007,"2026-09-19T10:02:36-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,5,"::903",903,0,,OK,,1,1
S007,"2026-09-19T10:02:38-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,6,"::901",901,0,,OK,,1,1
S007,"2026-09-19T10:02:39-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,7,"::900",900,0,,OK,,1,1
S007,"2026-09-19T10:02:41-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,8,"::903",903,0,,OK,,1,1
S007,"2026-09-19T10:02:42-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P44,P44,64,I,amarillo,0,e,9,"::903",903,0,,OK,,1,1
S008,"2026-09-19T10:03:55-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,1,"::802",802,0,,OK,,1,1
S008,"2026-09-19T10:03:57-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,2,"::795",795,0,,OK,,1,1
S008,"2026-09-19T10:03:58-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,3,"::797",797,0,,OK,,1,1
S008,"2026-09-19T10:04:00-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,4,"::783",783,0,,OK,,1,1
S008,"2026-09-19T10:04:01-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,5,"::803",803,0,,OK,,1,1
S008,"2026-09-19T10:04:03-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,6,"::800",800,0,,OK,,1,1
S008,"2026-09-19T10:04:05-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,7,"::800",800,0,,OK,,1,1
S008,"2026-09-19T10:04:06-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,8,"::792",792,0,,OK,,1,1
S008,"2026-09-19T10:04:08-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,9,"::803",803,0,,OK,,1,1
S009,"2026-09-19T10:05:13-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P32a,P32a,9,I,azul,0,e,1,"::626",626,0,,OK,,1,1
S009,"2026-09-19T10:05:14-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P32a,P32a,9,I,azul,0,e,2,"::629",629,0,,OK,,1,1
S009,"2026-09-19T10:05:16-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P32a,P32a,9,I,azul,0,e,3,"::624",624,0,,OK,,1,1
S009,"2026-09-19T10:05:18-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P32a,P32a,9,I,azul,0,e,4,"::629",629,0,,OK,,1,1
S009,"2026-09-19T10:05:19-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P32a,P32a,9,I,azul,0,e,5,"::636",636,0,,OK,,1,1
S009,"2026-09-19T10:05:21-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P32a,P32a,9,I,azul,0,e,6,"::637",637,0,,OK,,1,1
S009,"2026-09-19T10:05:22-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P32a,P32a,9,I,azul,0,e,7,"::632",632,0,,OK,,1,1
S009,"2026-09-19T10:05:24-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P32a,P32a,9,I,azul,0,e,8,"::635",635,0,,OK,,1,1
S009,"2026-09-19T10:05:26-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P32a,P32a,9,I,azul,0,e,9,"::630",630,0,,OK,,1,1
S011,"2026-09-19T10:07:46-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P33,P33,72,I,naranja,0,e,1,"::856",856,0,,OK,,1,1
S011,"2026-09-19T10:07:48-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P33,P33,72,I,naranja,0,e,2,"::844",844,0,,OK,,1,1
S011,"2026-09-19T10:07:50-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P33,P33,72,I,naranja,0,e,3,"::856",856,0,,OK,,1,1
S011,"2026-09-19T10:07:51-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P33,P33,72,I,naranja,0,e,4,"::840",840,0,,OK,,1,1
S011,"2026-09-19T10:07:53-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P33,P33,72,I,naranja,0,e,5,"::849",849,0,,OK,,1,1
S011,"2026-09-19T10:07:54-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P33,P33,72,I,naranja,0,e,6,"::858",858,0,,OK,,1,1
S011,"2026-09-19T10:07:56-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P33,P33,72,I,naranja,0,e,7,"::845",845,0,,OK,,1,1
S011,"2026-09-19T10:07:58-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P33,P33,72,I,naranja,0,e,8,"::849",849,0,,OK,,1,1
S011,"2026-09-19T10:07:59-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P33,P33,72,I,naranja,0,e,9,"::851",851,0,,OK,,1,1
S012,"2026-09-19T10:08:23-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P35,P35,96,I,blanco,0,e,1,"::1108",1108,0,,OK,,1,1
S012,"2026-09-19T10:08:25-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P35,P35,96,I,blanco,0,e,2,"::1111",1111,0,,OK,,1,1
S012,"2026-09-19T10:08:26-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P35,P35,96,I,blanco,0,e,3,"::1125",1125,0,,OK,,1,1
S012,"2026-09-19T10:08:28-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P35,P35,96,I,blanco,0,e,4,"::1113",1113,0,,OK,,1,1
S012,"2026-09-19T10:08:30-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P35,P35,96,I,blanco,0,e,5,"::1117",1117,0,,OK,,1,1
S012,"2026-09-19T10:08:31-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P35,P35,96,I,blanco,0,e,6,"::1111",1111,0,,OK,,1,1
S012,"2026-09-19T10:08:33-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P35,P35,96,I,blanco,0,e,7,"::1114",1114,0,,OK,,1,1
S012,"2026-09-19T10:08:34-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P35,P35,96,I,blanco,0,e,8,"::1116",1116,0,,OK,,1,1
S012,"2026-09-19T10:08:36-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P35,P35,96,I,blanco,0,e,9,"::1117",1117,0,,OK,,1,1
S013,"2026-09-19T10:08:55-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P36,P36,10,I,azul,0,e,1,"::639",639,0,,OK,,1,1
S013,"2026-09-19T10:08:57-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P36,P36,10,I,azul,0,e,2,"::627",627,0,,OK,,1,1
S013,"2026-09-19T10:08:59-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P36,P36,10,I,azul,0,e,3,"::642",642,0,,OK,,1,1
S013,"2026-09-19T10:09:00-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P36,P36,10,I,azul,0,e,4,"::645",645,0,,OK,,1,1
S013,"2026-09-19T10:09:02-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P36,P36,10,I,azul,0,e,5,"::634",634,0,,OK,,1,1
S013,"2026-09-19T10:09:03-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P36,P36,10,I,azul,0,e,6,"::644",644,0,,OK,,1,1
S013,"2026-09-19T10:09:05-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P36,P36,10,I,azul,0,e,7,"::642",642,0,,OK,,1,1
S013,"2026-09-19T10:09:07-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P36,P36,10,I,azul,0,e,8,"::640",640,0,,OK,,1,1
S013,"2026-09-19T10:09:08-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P36,P36,10,I,azul,0,e,9,"::636",636,0,,OK,,1,1
S014,"2026-09-19T10:09:30-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P40,P40,6,I,verde,0,e,1,"::626",626,0,,OK,,1,1
S014,"2026-09-19T10:09:31-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P40,P40,6,I,verde,0,e,2,"::629",629,0,,OK,,1,1
S014,"2026-09-19T10:09:33-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P40,P40,6,I,verde,0,e,3,"::620",620,0,,OK,,1,1
S014,"2026-09-19T10:09:34-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P40,P40,6,I,verde,0,e,4,"::622",622,0,,OK,,1,1
S014,"2026-09-19T10:09:36-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P40,P40,6,I,verde,0,e,5,"::630",630,0,,OK,,1,1
S014,"2026-09-19T10:09:38-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P40,P40,6,I,verde,0,e,6,"::619",619,0,,OK,,1,1
S014,"2026-09-19T10:09:39-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P40,P40,6,I,verde,0,e,7,"::629",629,0,,OK,,1,1
S014,"2026-09-19T10:09:41-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P40,P40,6,I,verde,0,e,8,"::624",624,0,,OK,,1,1
S014,"2026-09-19T10:09:42-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P40,P40,6,I,verde,0,e,9,"::623",623,0,,OK,,1,1
S015,"2026-09-19T10:09:55-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P41,P41,73,I,naranja,0,e,1,"::895",895,0,,OK,,1,1
S015,"2026-09-19T10:09:56-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P41,P41,73,I,naranja,0,e,2,"::900",900,0,,OK,,1,1
S015,"2026-09-19T10:09:58-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P41,P41,73,I,naranja,0,e,3,"::895",895,0,,OK,,1,1
S015,"2026-09-19T10:09:59-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P41,P41,73,I,naranja,0,e,4,"::898",898,0,,OK,,1,1
S015,"2026-09-19T10:10:01-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P41,P41,73,I,naranja,0,e,5,"::901",901,0,,OK,,1,1
S015,"2026-09-19T10:10:03-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P41,P41,73,I,naranja,0,e,6,"::896",896,0,,OK,,1,1
S015,"2026-09-19T10:10:04-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P41,P41,73,I,naranja,0,e,7,"::900",900,0,,OK,,1,1
S015,"2026-09-19T10:10:06-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P41,P41,73,I,naranja,0,e,8,"::893",893,0,,OK,,1,1
S015,"2026-09-19T10:10:07-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P41,P41,73,I,naranja,0,e,9,"::910",910,0,,OK,,1,1
S016,"2026-09-19T10:10:25-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P42,P42,7,I,azul,0,e,1,"::587",587,0,,OK,,1,1
